Temperature,CO2,Humidity,HumidityRatio,Light,WorkHours,Occupancy
23.14,1169.8,28.956,0.005078972,444,1,1
23.1,1176.166667,29,0.005074362,444,1,1
23.1,1175.25,29.075,0.005087593,444,1,1
23.1,1166.6,28.918,0.005059897,444,1,1
23.1,1140.25,27.925,0.004884784,444,1,1
23.06,1089.2,27.772,0.004845979,444,1,1
23.02,1042.6,27.556,0.004796284,435,1,1
23.01,1051.1,27.81883333,0.004839435,432,1,1
23,1059.6,28.08166667,0.004882538,429,1,1
23,1064.6,27.956,0.004860518,429,1,1
22.98166667,1061.666667,27.90833333,0.004846741,429,1,1
23,1058.333333,27.92666667,0.004855378,429,1,1
23,1061.6,28.018,0.004871382,429,1,1
22.98166667,1070.333333,28.06666667,0.004874454,429,1,1
22.945,1074,28.1,0.004869381,429,1,1
23,1086.25,28.1,0.004885751,429,1,1
22.956,1089.6,28.2,0.004890128,429,1,1
22.9725,1085,28.1,0.00487756,429,1,1
22.945,1085,28.13333333,0.004875203,429,1,1
23,1088,28.2,0.004903275,429,1,1
22.945,1091.75,28.2,0.004886846,429,1,1
23,1091.333333,28.13333333,0.004891592,429,1,1
22.912,1088.2,28.1,0.004859583,429,1,1
22.89,1087.5,28.1,0.00485306,429,1,1
22.89,1079.2,27.956,0.004827998,432,1,1
22.865,1077.25,27.84,0.004800476,432.75,1,1
22.87333333,1064.166667,27.68333333,0.004775684,439,1,1
22.87333333,1056.4,27.6,0.004761198,429,1,1
22.89,1043.6,27.6,0.004766045,432.75,1,1
22.815,1039.5,27.445,0.004717422,432.75,1,1
22.84,1028.666667,27.37333333,0.0047122,436.5,1,1
22.79,1020.4,27.365,0.00469639,438,1,1
22.79,1018,27.2,0.004667861,444,1,1
22.79,1015.142857,27.17142857,0.004662921,435.4285714,1,1
22.79,1006.333333,27.06666667,0.004644808,434,1,1
22.79,1002.6,27.02,0.00463674,432,1,1
22.772,993.2,26.934,0.004616793,438,1,1
22.76,983.3333333,26.82333333,0.004594315,439,1,1
22.7,976.2,26.754,0.004565583,432,1,1
22.7225,980.75,26.7,0.004562569,432.75,1,1
22.7,971.3333333,26.68333333,0.004553435,434,1,1
22.7,966.6666667,26.53333333,0.004527652,444,1,1
22.7,963,26.46333333,0.00451562,444,1,1
22.7,952.3333333,26.445,0.004512469,441.5,1,1
22.7,948,26.34,0.004494423,444,1,1
22.7,945,26.26,0.004480674,444,1,1
22.7,941.6,26.2,0.004470363,441,1,1
22.7,929.8,26.16,0.004463489,438,1,1
22.7,923.8,26.02,0.004439431,441,1,1
22.7,919,26.1,0.004453178,440.25,1,1
22.7,918.25,26,0.004435995,439,1,1
22.7,919.4,25.934,0.004424654,438,1,1
22.7,927.3333333,25.92666667,0.004423394,439,1,1
22.7,920.25,25.815,0.004404207,432.75,1,1
22.68,902.4,25.772,0.004391449,432,1,1
22.64,904.4,25.696,0.004367718,429,1,1
22.6,897,25.575,0.00433639,429,1,1
22.66666667,892,25.6,0.004358383,429,1,1
22.6,882.5,25.525,0.004327853,433.5,1,1
22.62,887.2,25.476,0.004324772,436.2,1,1
22.625,889.25,25.55,0.004338748,442.5,1,1
22.6,889.2,25.39,0.004304805,443.4,1,1
22.65,880.75,25.42,0.00432312,438,1,1
22.6,868.75,25.2675,0.004283893,442.5,1,1
22.6,861,25.218,0.004275443,439.8,1,1
22.6,860.6,25.2,0.00427237,439.8,1,1
22.6,864,25.2,0.00427237,435.5,1,1
22.6,859,25.15,0.004263835,430.75,1,1
22.6,854.4,25.14,0.004262128,440.6,1,1
22.6,847.4,25.15,0.004263835,428.2,1,1
22.6,837.2,25.04,0.004245059,432.2,1,1
22.6,834.75,25.05,0.004246766,431.75,1,1
22.6,832.4,25.06,0.004248472,429.2,1,1
22.6,832,25,0.004238231,433,1,1
22.6,836.25,25,0.004238231,433,1,1
22.6,832.6,25,0.004238231,428.2,1,1
22.6,821.5,25.025,0.004242498,428.25,1,1
22.6,832.4,25.1,0.0042553,425.4,1,1
22.6,832.4,25.08,0.004251886,429.2,1,1
22.56,830.75,25.02,0.004231284,433,1,1
22.58,821.5,25.08,0.00424669,433,1,1
22.575,818.25,25.075,0.00424454,433,1,1
22.56,819.8,24.912,0.004212896,433,1,1
22.55,822.5,25.2,0.004259328,433,1,1
22.6,818,24.9175,0.00422415,433,1,1
22.58,812.8,25.06,0.004243281,433,1,1
22.56666667,816.5,24.90833333,0.004213989,433,1,1
22.525,822.25,24.945,0.004209495,433,1,1
22.54,825,24.89,0.004204006,433,1,1
22.5,816.5,24.865,0.004189492,433,1,1
22.5,811.5,24.9175,0.004198397,433,1,1
22.5,811,24.91166667,0.004197408,433,1,1
22.56,812.2,24.81,0.00419553,433,1,1
22.525,814.25,24.89,0.004200151,426,1,1
22.52,824,24.976,0.004213473,430.2,1,1
22.575,834.5,25.075,0.00424454,433,1,1
22.6,837,25,0.004238231,433,1,1
22.6,841.1666667,25.02142857,0.004241889,433,1,1
22.6,845.3333333,25.04285714,0.004245546,433,1,1
22.6,854.75,25.1,0.0042553,433,1,1
22.6,850.3333333,25.1,0.0042553,428.3333333,1,1
22.6,845.4,25.08,0.004251886,424.6,1,1
22.6,854.3333333,25.16666667,0.00426668,433,1,1
22.6,849.3333333,25.06666667,0.00424961,428.3333333,1,0
22.6,853,25.2,0.00427237,422.5,1,0
22.6,853,25.2,0.00427237,423.6666667,1,0
22.54,852,25.16,0.004249921,424.6,1,0
22.54,853.6,25.16,0.004249921,427.4,1,0
22.54,845.6,25.14,0.00424652,421.8,1,0
22.525,834.25,25.1,0.004235829,426,1,0
22.5,826.4,25.04,0.004219178,421.8,1,0
22.5,819.6,25,0.004212392,419,1,0
22.5,829.6,25,0.004212392,419,1,0
22.5,824,25,0.004212392,419,1,0
22.5,814.2,24.912,0.004197464,419,1,0
22.5,813.5,24.89,0.004193733,419,1,0
22.5,813.8,24.89,0.004193733,419,1,0
22.5,811,24.89,0.004193733,419,1,0
22.478,804.6,24.87,0.004184704,419,1,0
22.456,807.8,24.83,0.004172308,419,1,0
22.5,802.3333333,24.85666667,0.004188079,419,1,0
22.4175,796.75,24.7475,0.004148566,419,1,0
22.456,794.4,24.81,0.004168925,419,1,0
22.39,790.6,24.7,0.004133586,419,1,0
22.4175,789.75,24.7225,0.004144348,419,1,0
22.39,782.2,24.7,0.004133586,419,1,0
22.39,772.25,24.7225,0.004137377,419,1,1
22.39,772.925,24.71708333,0.004136464,419,1,1
22.39,773.6,24.71166667,0.004135552,419,1,1
22.39,773.75,24.625,0.004120952,419,1,1
22.39,771.8,24.754,0.004142684,416.2,0,1
22.39,782.8,24.912,0.004169303,418.6,0,1
22.39,796.5,25.245,0.004225413,415,0,1
22.39,809,25.0925,0.004199716,310.25,0,1
22.39,805.5,25,0.00418413,0,0,0
22.35,791.4,24.978,0.004170196,0,0,0
22.32333333,779.3333333,25,0.004167082,0,0,0
22.365,780.75,24.9725,0.004173103,0,0,0
22.315,781.75,24.89,0.004146508,0,0,0
22.29,781,24.9175,0.004144767,0,0,0
22.29,778.4,24.912,0.004143846,0,0,0
22.26,769.3333333,24.85666667,0.004126988,0,0,0
22.254,766.5,24.85,0.004124357,0,0,0
22.23,763.25,24.79333333,0.004108841,0,0,0
22.26,762.3333333,24.82333333,0.004121417,0,0,0
22.2,761.5,24.79,0.004100737,0,0,0
22.2,761,24.79,0.004100737,0,0,0
22.2,757,24.736,0.004091746,0,0,0
22.2,752.3333333,24.79,0.004100737,0,0,0
22.13333333,748.6666667,24.7,0.004069084,0,0,0
22.1,746.25,24.7,0.004060772,0,0,0
22.15,745.25,24.7225,0.00407698,0,0,0
22.1,740.6666667,24.7,0.004060772,0,0,0
22.1,738,24.7,0.004060772,0,0,0
22.13333333,732.6666667,24.7,0.004069084,0,0,0
22.1,727,24.7,0.004060772,0,0,0
22.1,716,24.675,0.004056635,0,0,0
22.06666667,723.25,24.66666667,0.004046971,0,0,0
22.06666667,718.3333333,24.66666667,0.004046971,0,0,0
22,716.6,24.58,0.004016193,0,0,0
21.978,714,24.6,0.004014056,0,0,0
21.978,714.2,24.56,0.004007487,0,0,0
21.945,715,24.6,0.00400593,0,0,0
21.92666667,706.6666667,24.5,0.003985052,0,0,0
21.89,706,24.5,0.003976085,0,0,0
21.89,698.75,24.525,0.003980169,0,0,0
21.89,692.5,24.5,0.003976085,0,0,0
21.89,694.75,24.5,0.003976085,0,0,0
21.815,697.25,24.4175,0.003944389,0,0,0
21.82333333,692,24.46333333,0.003953865,0,0,0
21.79,691,24.39,0.003933868,0,0,0
21.79,689.75,24.39,0.003933868,0,0,0
21.79,689,24.39,0.003933868,0,0,0
21.7675,687,24.39,0.00392843,0,0,0
21.7675,679.75,24.365,0.003924377,0,0,0
21.754,668.4,24.35,0.003918692,0,0,0
21.7,665.6666667,24.29,0.003896013,0,0,0
21.7,664.75,24.29,0.003896013,0,0,0
21.7,668,24.29,0.003896013,0,0,0
21.7,661.25,24.29,0.003896013,0,0,0
21.64,658.2,24.236,0.003872972,0,0,0
21.6,656,24.2,0.003857673,0,0,0
21.6,654.8,24.2,0.003857673,0,0,0
21.6,653.75,24.2225,0.003861282,0,0,0
21.5,650.3333333,24.26,0.003843552,0,0,0
21.5,650.75,24.2,0.003833988,0,0,0
21.55,648.25,24.2,0.003845814,0,0,0
21.5,640.3333333,24.2,0.003833988,0,0,0
21.5,638,24.2,0.003833988,0,0,0
21.5,636.25,24.2,0.003833988,0,0,0
21.5,636.3333333,24.2,0.003833988,0,0,0
21.5,635.75,24.15,0.003826018,0,0,0
21.5,635.5,24.175,0.003830003,0,0,0
21.5,627.5,24.125,0.003822033,0,0,0
21.5,626.25,24.15,0.003826018,0,0,0
21.5,621.5,24.125,0.003822033,0,0,0
21.5,621.75,24.1,0.003818048,0,0,0
21.5,620.6666667,24.1,0.003818048,0,0,0
21.5,617,24.1,0.003818048,0,0,0
21.5,612.75,24.1,0.003818048,0,0,0
21.4725,614.5,24.075,0.003807606,0,0,0
21.39,617.3333333,24,0.003776419,0,0,0
21.42666667,614.25,23.92666667,0.00377333,0,0,0
21.39,610.75,23.9725,0.003772066,0,0,0
21.39,603,23.9175,0.003763359,0,0,0
21.39,603.5,23.945,0.003767713,0,0,0
21.365,602,23.89,0.003753216,0,0,0
21.32333333,605.6666667,24,0.003760925,0,0,0
21.34,604.5,23.9725,0.003760453,0,0,0
21.315,599,23.9725,0.003754659,0,0,0
21.35666667,600,24,0.003768665,0,0,0
21.39,596.5,23.9725,0.003772066,0,0,0
21.315,597.5,23.89,0.00374166,0,0,0
21.29,594,23.945,0.003744546,0,0,0
21.29,590.5,23.9725,0.003748872,0,0,0
21.29,586.6666667,23.89,0.003735893,0,0,0
21.29,588,23.92666667,0.003741662,0,0,0
21.29,585.5,23.89,0.003735893,0,0,0
21.29,584.5,23.89,0.003735893,0,0,0
21.254,587.2,23.85,0.003721325,0,0,0
21.23,585,23.82333333,0.003711637,0,0,0
21.218,579.4,23.81,0.0037068,0,0,0
21.2,579.3333333,23.79,0.003699555,0,0,0
21.2,581.6,23.79,0.003699555,0,0,0
21.2,581.6666667,23.79,0.003699555,0,0,0
21.2,577.5,23.79,0.003699555,0,0,0
21.2,577.3333333,23.79,0.003699555,0,0,0
21.2,574.25,23.7675,0.003696035,0,0,0
21.2,569,23.745,0.003692515,0,0,0
21.2,565.3333333,23.76,0.003694862,0,0,0
21.2,561.4,23.7,0.003685476,0,0,0
21.2,567.3333333,23.79,0.003699555,0,0,0
21.175,565.3333333,23.7,0.003679792,0,0,0
21.16666667,563.5,23.7,0.003677899,0,0,0
21.125,559,23.675,0.003664554,0,0,0
21.1,559.5,23.65,0.003655012,0,0,0
21.125,550.5,23.65,0.003660661,0,0,0
21.1,553,23.6,0.003647239,0,0,0
21.13333333,552,23.6,0.003654757,0,0,0
21.1,553.25,23.6,0.003647239,0,0,0
21.1,545.75,23.6,0.003647239,0,0,0
21.1,548,23.6,0.003647239,0,0,0
21.1,547,23.6,0.003647239,0,0,0
21.1,545.75,23.575,0.003643353,0,0,0
21.1,544,23.53333333,0.003636876,0,0,0
21.1,545.5,23.4725,0.00362742,0,0,0
21.1,547,23.4725,0.00362742,0,0,0
21.1,545.25,23.5,0.003631695,0,0,0
21.1,541.25,23.5,0.003631695,0,0,0
21.125,540.75,23.5,0.003637308,0,0,0
21.1,533.3333333,23.5,0.003631695,0,0,0
21.13333333,528,23.5,0.00363918,0,0,0
21.1,537.75,23.3925,0.003614985,0,0,0
21.1,539.5,23.4725,0.00362742,0,0,0
21.1,535.25,23.5,0.003631695,0,0,0
21.1,537.25,23.5,0.003631695,0,0,0
21.1,535.25,23.5,0.003631695,0,0,0
21.1,533.4,23.5,0.003631695,0,0,0
21.1,524.5,23.5,0.003631695,0,0,0
21.1,524.8,23.434,0.003621436,0,0,0
21.1,522.6666667,23.39,0.003614596,0,0,0
21.1,521,23.39,0.003614596,0,0,0
21.125,519.75,23.39,0.003620183,0,0,0
21.1,523,23.39,0.003614596,0,0,0
21.1,523,23.39,0.003614596,0,0,0
21.1,519,23.39,0.003614596,0,0,0
21.1,519.5,23.365,0.003610711,0,0,0
21.1,519.75,23.39,0.003614596,0,0,0
21.1,520,23.365,0.003610711,0,0,0
21.1,524.6,23.33,0.003605271,0,0,0
21.075,520.25,23.315,0.003597378,0,0,0
21.075,519,23.34,0.003601258,0,0,0
21.1,523.2,23.29,0.003599053,0,0,0
21.03333333,517.6666667,23.29,0.003584258,0,0,0
21.02,514.2,23.29,0.003581305,0,0,0
21.025,516.5,23.29,0.003582412,0,0,0
21,521,23.29,0.00357688,0,0,0
21,520,23.29,0.00357688,0,0,0
21,517.8,23.254,0.00357132,0,0,0
21,514.3333333,23.26,0.003572246,0,0,0
21,516.75,23.2675,0.003573405,0,0,0
21,520.75,23.29,0.00357688,0,0,0
21,519.3333333,23.29,0.00357688,0,0,0
21,519,23.29,0.00357688,0,0,0
21,509.75,23.29,0.00357688,0,0,0
21,508.5,23.29,0.00357688,0,0,0
20.9725,504.5,23.29,0.003570804,0,0,0
21,506.5,23.29,0.00357688,0,0,0
20.9725,509,23.29,0.003570804,0,0,0
20.96333333,507.25,23.29,0.00356878,0,0,0
21,509.3333333,23.29,0.00357688,0,0,0
20.89,509.6666667,23.2,0.003538822,0,0,0
20.89,508.25,23.245,0.003545725,0,0,0
20.89,510.25,23.2225,0.003542274,0,0,0
20.89,504,23.254,0.003547106,0,0,0
20.89,499.3333333,23.26,0.003548027,0,0,0
20.89,495,23.2225,0.003542274,0,0,0
20.89,496.25,23.2,0.003538822,0,0,0
20.89,494.75,23.2,0.003538822,0,0,0
20.89,492.5,23.2,0.003538822,0,0,0
20.89,494.25,23.2,0.003538822,0,0,0
20.89,492.3333333,23.2,0.003538822,0,0,0
20.89,493.75,23.125,0.003527317,0,0,0
20.89,484.75,23.125,0.003527317,0,0,0
20.89,489.25,23.1,0.003523482,0,0,0
20.89,494.5,23.1,0.003523482,0,0,0
20.89,495.6666667,23.1,0.003523482,0,0,0
20.89,501.5,23.1,0.003523482,0,0,0
20.89,499.6666667,23.1,0.003523482,0,0,0
20.89,492.5,23.1,0.003523482,0,0,0
20.89,494.25,23.1,0.003523482,0,0,0
20.89,494,23.1,0.003523482,0,0,0
20.9725,489.25,23.1,0.003541507,0,0,0
20.9175,490,23.1,0.003529482,0,0,0
20.89,495.5,23.1,0.003523482,0,0,0
20.89,498,23.05,0.003515813,0,0,0
20.89,495,23.05,0.003515813,0,0,0
20.912,490.2,23,0.003512921,0,0,0
20.92666667,492.3333333,23,0.003516109,0,0,0
20.89,491.6666667,23,0.003508143,0,0,0
20.89,488,22.956,0.003501394,0,0,0
20.934,488,22.934,0.003507553,0,0,0
20.89,485,23,0.003508143,0,0,0
20.89,490,23,0.003508143,0,0,0
20.9175,489.5,22.9725,0.003509891,0,0,0
20.89,485.25,22.945,0.003499707,0,0,0
20.89,485.6666667,22.89,0.003491271,0,0,0
20.9175,485,22.945,0.003505665,0,0,0
20.89,485.2,22.956,0.003501394,0,0,0
20.945,484,22.89,0.003503168,0,0,0
20.89,483,22.9175,0.003495489,0,0,0
20.89,481,22.89,0.003491271,0,0,0
20.89,476.5,22.89,0.003491271,0,0,0
20.89,475,22.89,0.003491271,0,0,0
20.89,476,22.89,0.003491271,0,0,0
20.89,478.5,22.89,0.003491271,0,0,0
20.89,481,22.89,0.003491271,0,0,0
20.89,483,22.89,0.003491271,0,0,0
20.85666667,480.25,22.85666667,0.003478976,0,0,0
20.89,480.25,22.89,0.003491271,0,0,0
20.89,470.75,22.865,0.003487436,0,0,0
20.89,474.75,22.89,0.003491271,0,0,0
20.89,482.25,22.865,0.003487436,0,0,0
20.89,480.3333333,22.89,0.003491271,0,0,0
20.89,480,22.89,0.003491271,0,0,0
20.89,481.5,22.84,0.003483602,0,0,0
20.89,483.5,22.84,0.003483602,0,0,0
20.89,475.6,22.79,0.003475933,0,0,0
20.89,475.3333333,22.76,0.003471332,0,0,0
20.89,477.6666667,22.815,0.003479768,0,0,0
20.89,475.75,22.79,0.003475933,0,0,0
20.89,479.1666667,22.79,0.003475933,0,0,0
20.865,475,22.7675,0.003467115,0,0,0
20.865,474,22.7675,0.003467115,0,0,0
20.89,477.3333333,22.79,0.003475933,0,0,0
20.89,473,22.79,0.003475933,0,0,0
20.89,470,22.7675,0.003472482,0,0,0
20.865,468.75,22.675,0.003452951,0,0,0
20.87,471.4,22.718,0.003460606,0,0,0
20.89,471,22.7,0.00346213,0,0,0
20.89,468,22.7,0.00346213,0,0,0
20.85,468.6,22.678,0.003450207,0,0,0
20.81,467.4,22.62,0.003432825,0,0,0
20.79,469,22.6,0.003425529,0,0,0
20.79,471.25,22.65,0.00343315,0,0,0
20.82333333,470.6666667,22.73,0.003452459,0,0,0
20.79,466.75,22.6,0.003425529,0,0,0
20.79,466.8,22.64,0.003431626,0,0,0
20.79,468.75,22.7,0.003440771,0,0,0
20.79,467.5,22.65,0.00343315,0,0,0
20.79,469.6666667,22.63333333,0.00343061,0,0,0
20.79,469.75,22.7,0.003440771,0,0,0
20.79,469.75,22.6,0.003425529,0,0,0
20.79,467.25,22.6,0.003425529,0,0,0
20.772,461.4,22.6,0.003421714,0,0,0
20.79,469.25,22.6,0.003425529,0,0,0
20.79,468,22.625,0.00342934,0,0,0
20.73,469,22.6,0.003412826,0,0,0
20.79,467.25,22.6,0.003425529,0,0,0
20.79,467.4,22.6,0.003425529,0,0,0
20.79,467.6666667,22.6,0.003425529,0,0,0
20.745,471.5,22.6,0.003415998,0,0,0
20.76,471.6666667,22.6,0.003419173,0,0,0
20.7225,464.75,22.6,0.003411242,0,0,0
20.7225,461.75,22.6,0.003411242,0,0,0
20.7225,458.5,22.6,0.003411242,0,0,0
20.745,459.5,22.55,0.003408399,0,0,0
20.7225,460.5,22.55,0.003403653,0,0,0
20.76,465.3333333,22.56666667,0.003414102,0,0,0
20.7225,465,22.5,0.003396065,0,0,0
20.7225,459,22.5,0.003396065,0,0,0
20.7675,463,22.5,0.003405542,0,0,0
20.745,460.75,22.5,0.003400801,0,0,0
20.7,461.5,22.5,0.003391335,0,0,0
20.7,466,22.5,0.003391335,0,0,0
20.7675,460.25,22.5,0.003405542,0,0,0
20.718,457.4,22.52,0.003398153,0,0,0
20.7,464.6,22.5,0.003391335,0,0,0
20.73,464.3333333,22.5,0.003397643,0,0,0
20.7,459.3333333,22.5,0.003391335,0,0,0
20.7,459.75,22.5,0.003391335,0,0,0
20.7225,459.25,22.5,0.003396065,0,0,0
20.7,463,22.5,0.003391335,0,0,0
20.7225,461.5,22.445,0.003387718,0,0,0
20.7,454.5,22.5,0.003391335,0,0,0
20.7,458.3333333,22.5,0.003391335,0,0,0
20.718,463,22.5,0.003395119,0,0,0
20.7,463.75,22.5,0.003391335,0,0,0
20.7,460.6,22.456,0.003384667,0,0,0
20.7,455.25,22.5,0.003391335,0,0,0
20.7,455.6666667,22.5,0.003391335,0,0,0
20.7,456.25,22.5,0.003391335,0,0,0
20.7,459.6666667,22.42666667,0.003380222,0,0,0
20.7,462,22.5,0.003391335,0,0,0
20.7225,460.25,22.4725,0.003391892,0,0,0
20.718,462,22.434,0.003385105,0,0,0
20.73,461,22.39,0.003380942,0,0,0
20.7,461.6666667,22.39,0.003374666,0,0,0
20.745,460.25,22.39,0.003384084,0,0,0
20.7225,456.25,22.365,0.003375578,0,0,0
20.745,457.5,22.39,0.003384084,0,0,0
20.772,455.8,22.37,0.003386702,0,0,0
20.76,455,22.39,0.003387229,0,0,0
20.7675,451.25,22.365,0.003384998,0,0,0
20.745,453.75,22.39,0.003384084,0,0,0
20.736,456.2,22.39,0.003382199,0,0,0
20.73,453.6666667,22.35666667,0.003375881,0,0,0
20.7,452.75,22.34,0.003367089,0,0,0
20.76,454,22.35666667,0.003382159,0,0,0
20.745,452.5,22.39,0.003384084,0,0,0
20.73,456,22.39,0.003380942,0,0,0
20.745,451.5,22.34,0.003376486,0,0,0
20.7,449.8,22.37,0.003371635,0,0,0
20.7,449.25,22.365,0.003370877,0,0,0
20.7,452.25,22.365,0.003370877,0,0,0
20.7225,451.25,22.34,0.003371784,0,0,0
20.7,453,22.34,0.003367089,0,0,0
20.7,453.25,22.39,0.003374666,0,0,0
20.7,456.6666667,22.315,0.0033633,0,0,0
20.7,455.75,22.29,0.003359512,0,0,0
20.7,458,22.365,0.003370877,0,0,0
20.7,458.75,22.34,0.003367089,0,0,0
20.7,455.5,22.29,0.003359512,0,0,0
20.7,455,22.29,0.003359512,0,0,0
20.7,453.3333333,22.29,0.003359512,0,0,0
20.7,454.6,22.33,0.003365573,0,0,0
20.7,457.5,22.29,0.003359512,0,0,0
20.7,449.6666667,22.29,0.003359512,0,0,0
20.7,452,22.29,0.003359512,0,0,0
20.7,453.5,22.29,0.003359512,0,0,0
20.7,452,22.29,0.003359512,0,0,0
20.7,450.6,22.29,0.003359512,0,0,0
20.7,450.6666667,22.29,0.003359512,0,0,0
20.7,451,22.29,0.003359512,0,0,0
20.7,454.5,22.29,0.003359512,0,0,0
20.7,457.25,22.29,0.003359512,0,0,0
20.7,456,22.315,0.0033633,0,0,0
20.675,456.5,22.29,0.003354313,0,0,0
20.675,453.5,22.29,0.003354313,0,0,0
20.7,454.25,22.29,0.003359512,0,0,0
20.675,454,22.22,0.003343722,0,0,0
20.675,451,22.2675,0.003350909,0,0,0
20.66666667,450.25,22.26,0.003348045,0,0,0
20.625,449.75,22.2225,0.003333756,0,0,0
20.675,452,22.2675,0.003350909,0,0,0
20.65,452.5,22.245,0.003342324,0,0,0
20.64,454,22.236,0.003338894,0,0,0
20.63333333,453,22.26,0.003341137,0,0,0
20.7,454,22.29,0.003359512,0,0,0
20.675,450,22.2675,0.003350909,0,0,0
20.625,451.75,22.245,0.003337149,0,0,0
20.675,450.25,22.2675,0.003350909,0,0,0
20.625,445,22.2225,0.003333756,0,0,0
20.65,446.25,22.2675,0.003345722,0,0,0
20.66666667,450.6666667,22.26,0.003348045,0,0,0
